employee_import_key,facility_id,facility_name,facility_type_name,department_id,department_name,department_type_id,department_type_name,is_department_manager,is_facility_manager,manager_import_key,full_name,first_name,last_name,phone_number,email,street_address,job_title,salary,hours_worked,employment_status,generated_source
EMP_318_1387_0002,318,KILLEEN - MAIN OFFICE,Post Office,1387,BEKIMO541_Retail Services,1,Retail Services,0,0,EMP_318_1387_0001,Jonathan Sanders,Jonathan,Sanders,555-353-1299,jonathan.sanders.318.1387.2@postal-demo.local,75735 Collins Coves Suite 712,Window Clerk,49600.0,1453,Part-Time,staffing_plan_employee_generation.ipynb
EMP_318_1387_0003,318,KILLEEN - MAIN OFFICE,Post Office,1387,BEKIMO541_Retail Services,1,Retail Services,0,0,EMP_318_1387_0001,Regina Sullivan,Regina,Sullivan,555-884-5427,regina.sullivan.318.1387.3@postal-demo.local,3939 Catherine Fall,Window Clerk,40500.0,1373,Part-Time,staffing_plan_employee_generation.ipynb
EMP_319_336_0001,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,336,BEKICMS542_Delivery,2,Delivery,1,1,,Steven Williams,Steven,Williams,555-355-4325,steven.williams.319.336.1@postal-demo.local,50134 Dana Port,Delivery Manager,97800.0,2061,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_336_0002,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,336,BEKICMS542_Delivery,2,Delivery,0,0,EMP_319_336_0001,Brent Moore,Brent,Moore,555-463-6364,brent.moore.319.336.2@postal-demo.local,247 Lopez Squares Apt. 299,Delivery Associate,55500.0,1899,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_336_0003,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,336,BEKICMS542_Delivery,2,Delivery,0,0,EMP_319_336_0001,Michelle Walker,Michelle,Walker,555-477-1625,michelle.walker.319.336.3@postal-demo.local,912 Reed Gardens,Rural Carrier,55500.0,2083,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_336_0004,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,336,BEKICMS542_Delivery,2,Delivery,0,0,EMP_319_336_0001,Ashley Cobb,Ashley,Cobb,555-355-7671,ashley.cobb.319.336.4@postal-demo.local,1421 Robert Spring Apt. 206,Delivery Associate,44500.0,1972,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_336_0005,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,336,BEKICMS542_Delivery,2,Delivery,0,0,EMP_319_336_0001,Melissa Griffith,Melissa,Griffith,555-853-7733,melissa.griffith.319.336.5@postal-demo.local,100 Flowers Field Suite 436,City Carrier,60600.0,1967,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_848_0001,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,848,BEKICMS542_Logistics,3,Logistics,1,0,,Joseph King,Joseph,King,555-572-6192,joseph.king.319.848.1@postal-demo.local,969 Johnny Estate,Logistics Manager,97000.0,1976,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_848_0002,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,848,BEKICMS542_Logistics,3,Logistics,0,0,EMP_319_848_0001,Hannah Hooper,Hannah,Hooper,555-915-2865,hannah.hooper.319.848.2@postal-demo.local,072 Samantha Mills,Transportation Clerk,40400.0,1854,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_1388_0001,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,1388,BEKICMS542_Retail Services,1,Retail Services,1,0,,Raymond Mason,Raymond,Mason,555-637-3396,raymond.mason.319.1388.1@postal-demo.local,78087 Barnett Coves Apt. 933,Retail Services Manager,76800.0,2059,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_1388_0002,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,1388,BEKICMS542_Retail Services,1,Retail Services,0,0,EMP_319_1388_0001,Amber Watson,Amber,Watson,555-855-7652,amber.watson.319.1388.2@postal-demo.local,09006 Cynthia Dam,Window Clerk,50900.0,2082,Full-Time,staffing_plan_employee_generation.ipynb
EMP_319_1388_0003,319,KILLEEN - COPPER MOUNTAIN STA,Post Office,1388,BEKICMS542_Retail Services,1,Retail Services,0,0,EMP_319_1388_0001,Matthew Simon,Matthew,Simon,555-506-2183,matthew.simon.319.1388.3@postal-demo.local,775 Powell Plaza Suite 172,Customer Service Clerk,41100.0,1879,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_337_0001,320,KINGSBURY - MO/MODULAR BLDG,Post Office,337,GUKIMMB638_Delivery,2,Delivery,1,1,,Angela Parker,Angela,Parker,555-857-6398,angela.parker.320.337.1@postal-demo.local,034 Lara Route Apt. 324,Delivery Manager,96800.0,2137,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_337_0002,320,KINGSBURY - MO/MODULAR BLDG,Post Office,337,GUKIMMB638_Delivery,2,Delivery,0,0,EMP_320_337_0001,Lori Gomez,Lori,Gomez,555-568-2797,lori.gomez.320.337.2@postal-demo.local,415 Goodman Street Apt. 517,Delivery Associate,47300.0,2190,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_337_0003,320,KINGSBURY - MO/MODULAR BLDG,Post Office,337,GUKIMMB638_Delivery,2,Delivery,0,0,EMP_320_337_0001,Larry Harris,Larry,Harris,555-986-5681,larry.harris.320.337.3@postal-demo.local,517 Carroll Lights,City Carrier,51600.0,1939,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_337_0004,320,KINGSBURY - MO/MODULAR BLDG,Post Office,337,GUKIMMB638_Delivery,2,Delivery,0,0,EMP_320_337_0001,Michael Montoya,Michael,Montoya,555-772-9460,michael.montoya.320.337.4@postal-demo.local,656 Bobby Route Apt. 375,Delivery Associate,48800.0,1920,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_849_0001,320,KINGSBURY - MO/MODULAR BLDG,Post Office,849,GUKIMMB638_Logistics,3,Logistics,1,0,,Eric Hudson,Eric,Hudson,555-558-3817,eric.hudson.320.849.1@postal-demo.local,484 Christopher Port Apt. 225,Logistics Manager,90700.0,2134,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_849_0002,320,KINGSBURY - MO/MODULAR BLDG,Post Office,849,GUKIMMB638_Logistics,3,Logistics,0,0,EMP_320_849_0001,Christopher Baker,Christopher,Baker,555-744-9857,christopher.baker.320.849.2@postal-demo.local,9537 Jerry Locks Suite 041,Mail Handler,47200.0,2108,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_1389_0001,320,KINGSBURY - MO/MODULAR BLDG,Post Office,1389,GUKIMMB638_Retail Services,1,Retail Services,1,0,,Justin Walls,Justin,Walls,555-832-5270,justin.walls.320.1389.1@postal-demo.local,02970 Jeffrey Oval Apt. 298,Retail Services Manager,84900.0,1872,Full-Time,staffing_plan_employee_generation.ipynb
EMP_320_1389_0002,320,KINGSBURY - MO/MODULAR BLDG,Post Office,1389,GUKIMMB638_Retail Services,1,Retail Services,0,0,EMP_320_1389_0001,Douglas Smith,Douglas,Smith,555-546-2325,douglas.smith.320.1389.2@postal-demo.local,2439 Gabriel Route,Retail Clerk,39900.0,2049,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_338_0001,321,KINGSVILLE - MAIN OFFICE,Post Office,338,KLKIMO363_Delivery,2,Delivery,1,1,,Mike Miller,Mike,Miller,555-694-8345,mike.miller.321.338.1@postal-demo.local,628 Johnson Valley Suite 953,Delivery Manager,104900.0,2148,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_338_0002,321,KINGSVILLE - MAIN OFFICE,Post Office,338,KLKIMO363_Delivery,2,Delivery,0,0,EMP_321_338_0001,Carrie Morse,Carrie,Morse,555-394-9639,carrie.morse.321.338.2@postal-demo.local,347 Ellis Road Apt. 078,Mail Carrier,59400.0,2195,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_338_0003,321,KINGSVILLE - MAIN OFFICE,Post Office,338,KLKIMO363_Delivery,2,Delivery,0,0,EMP_321_338_0001,Eric Turner,Eric,Turner,555-478-5256,eric.turner.321.338.3@postal-demo.local,6948 Ryan Spur Apt. 943,Mail Carrier,55800.0,1054,Part-Time,staffing_plan_employee_generation.ipynb
EMP_321_338_0004,321,KINGSVILLE - MAIN OFFICE,Post Office,338,KLKIMO363_Delivery,2,Delivery,0,0,EMP_321_338_0001,April Wagner,April,Wagner,555-515-3535,april.wagner.321.338.4@postal-demo.local,085 Riley Isle Suite 297,City Carrier,54900.0,1862,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_850_0001,321,KINGSVILLE - MAIN OFFICE,Post Office,850,KLKIMO363_Logistics,3,Logistics,1,0,,Laura Bennett,Laura,Bennett,555-233-7606,laura.bennett.321.850.1@postal-demo.local,25727 Crystal Hollow,Logistics Manager,80200.0,1860,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_850_0002,321,KINGSVILLE - MAIN OFFICE,Post Office,850,KLKIMO363_Logistics,3,Logistics,0,0,EMP_321_850_0001,Jennifer Macias,Jennifer,Macias,555-535-1309,jennifer.macias.321.850.2@postal-demo.local,0472 Kimberly Springs,Mail Handler,48200.0,2094,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_1390_0001,321,KINGSVILLE - MAIN OFFICE,Post Office,1390,KLKIMO363_Retail Services,1,Retail Services,1,0,,John Little,John,Little,555-596-8292,john.little.321.1390.1@postal-demo.local,6105 Sharon Hills Suite 180,Retail Services Manager,77100.0,2069,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_1390_0002,321,KINGSVILLE - MAIN OFFICE,Post Office,1390,KLKIMO363_Retail Services,1,Retail Services,0,0,EMP_321_1390_0001,Tina Berg,Tina,Berg,555-952-2312,tina.berg.321.1390.2@postal-demo.local,88688 Bender Ridges Apt. 449,Retail Associate,44000.0,1861,Full-Time,staffing_plan_employee_generation.ipynb
EMP_321_1390_0003,321,KINGSVILLE - MAIN OFFICE,Post Office,1390,KLKIMO363_Retail Services,1,Retail Services,0,0,EMP_321_1390_0001,Patricia Scott,Patricia,Scott,555-954-1471,patricia.scott.321.1390.3@postal-demo.local,95186 Butler Corners,Retail Associate,45600.0,1867,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_339_0001,322,KNOTT - MPO/MODULAR BLDG,Post Office,339,HOKNMMB748_Delivery,2,Delivery,1,1,,Jerome Evans,Jerome,Evans,555-773-5163,jerome.evans.322.339.1@postal-demo.local,833 Amy Plains,Delivery Manager,104800.0,1933,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_339_0002,322,KNOTT - MPO/MODULAR BLDG,Post Office,339,HOKNMMB748_Delivery,2,Delivery,0,0,EMP_322_339_0001,Anthony Foster,Anthony,Foster,555-245-4309,anthony.foster.322.339.2@postal-demo.local,7691 Deanna Turnpike,City Carrier,44200.0,1894,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_339_0003,322,KNOTT - MPO/MODULAR BLDG,Post Office,339,HOKNMMB748_Delivery,2,Delivery,0,0,EMP_322_339_0001,Samantha Snyder,Samantha,Snyder,555-476-7208,samantha.snyder.322.339.3@postal-demo.local,398 Christopher Spring Apt. 201,Delivery Associate,45800.0,2191,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_851_0001,322,KNOTT - MPO/MODULAR BLDG,Post Office,851,HOKNMMB748_Logistics,3,Logistics,1,0,,Paul Davis,Paul,Davis,555-575-1442,paul.davis.322.851.1@postal-demo.local,00239 Michael Forge Apt. 336,Logistics Manager,95500.0,2170,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_851_0002,322,KNOTT - MPO/MODULAR BLDG,Post Office,851,HOKNMMB748_Logistics,3,Logistics,0,0,EMP_322_851_0001,Dana Jennings,Dana,Jennings,555-329-1967,dana.jennings.322.851.2@postal-demo.local,0982 Gary Cape,Routing Clerk,44600.0,1923,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_1391_0001,322,KNOTT - MPO/MODULAR BLDG,Post Office,1391,HOKNMMB748_Retail Services,1,Retail Services,1,0,,Isaiah Martinez,Isaiah,Martinez,555-237-3927,isaiah.martinez.322.1391.1@postal-demo.local,2012 Munoz Vista Apt. 177,Retail Services Manager,83100.0,2155,Full-Time,staffing_plan_employee_generation.ipynb
EMP_322_1391_0002,322,KNOTT - MPO/MODULAR BLDG,Post Office,1391,HOKNMMB748_Retail Services,1,Retail Services,0,0,EMP_322_1391_0001,Cynthia Ross,Cynthia,Ross,555-891-9918,cynthia.ross.322.1391.2@postal-demo.local,01917 Melton Ville,Retail Associate,43400.0,2022,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_340_0001,323,LA GRANGE - MAIN OFFICE,Post Office,340,FALAMO945_Delivery,2,Delivery,1,1,,Susan Lewis,Susan,Lewis,555-517-9431,susan.lewis.323.340.1@postal-demo.local,4834 Kristen Pass,Delivery Manager,96700.0,2064,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_340_0002,323,LA GRANGE - MAIN OFFICE,Post Office,340,FALAMO945_Delivery,2,Delivery,0,0,EMP_323_340_0001,Renee Castillo,Renee,Castillo,555-924-2462,renee.castillo.323.340.2@postal-demo.local,54746 Daniel Road Apt. 870,Delivery Associate,48000.0,1947,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_340_0003,323,LA GRANGE - MAIN OFFICE,Post Office,340,FALAMO945_Delivery,2,Delivery,0,0,EMP_323_340_0001,Dennis Taylor,Dennis,Taylor,555-336-4749,dennis.taylor.323.340.3@postal-demo.local,40093 Michelle Plains,City Carrier,47200.0,1906,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_340_0004,323,LA GRANGE - MAIN OFFICE,Post Office,340,FALAMO945_Delivery,2,Delivery,0,0,EMP_323_340_0001,Sarah Harris,Sarah,Harris,555-969-9976,sarah.harris.323.340.4@postal-demo.local,32160 Nicholas Rapid,City Carrier,51700.0,927,Part-Time,staffing_plan_employee_generation.ipynb
EMP_323_852_0001,323,LA GRANGE - MAIN OFFICE,Post Office,852,FALAMO945_Logistics,3,Logistics,1,0,,Monica Lewis,Monica,Lewis,555-660-7959,monica.lewis.323.852.1@postal-demo.local,183 Felicia Throughway Suite 276,Logistics Manager,89800.0,1968,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_852_0002,323,LA GRANGE - MAIN OFFICE,Post Office,852,FALAMO945_Logistics,3,Logistics,0,0,EMP_323_852_0001,Ethan Hernandez,Ethan,Hernandez,555-228-6617,ethan.hernandez.323.852.2@postal-demo.local,13116 Elliott Stream,Mail Handler,52200.0,1990,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_1392_0001,323,LA GRANGE - MAIN OFFICE,Post Office,1392,FALAMO945_Retail Services,1,Retail Services,1,0,,Kelly Rice,Kelly,Rice,555-986-3048,kelly.rice.323.1392.1@postal-demo.local,67011 Griffin Creek,Retail Services Manager,89700.0,2114,Full-Time,staffing_plan_employee_generation.ipynb
EMP_323_1392_0002,323,LA GRANGE - MAIN OFFICE,Post Office,1392,FALAMO945_Retail Services,1,Retail Services,0,0,EMP_323_1392_0001,Daniel Hamilton,Daniel,Hamilton,555-584-7713,daniel.hamilton.323.1392.2@postal-demo.local,862 Harry Court Suite 386,Customer Service Clerk,46500.0,1131,Part-Time,staffing_plan_employee_generation.ipynb
EMP_323_1392_0003,323,LA GRANGE - MAIN OFFICE,Post Office,1392,FALAMO945_Retail Services,1,Retail Services,0,0,EMP_323_1392_0001,Nancy Webster,Nancy,Webster,555-802-6518,nancy.webster.323.1392.3@postal-demo.local,3022 Christina Hills Apt. 753,Window Clerk,39600.0,1952,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_341_0001,324,LA MARQUE - MAIN OFFICE,Post Office,341,GALAMO568_Delivery,2,Delivery,1,1,,Danielle Johnson,Danielle,Johnson,555-615-6724,danielle.johnson.324.341.1@postal-demo.local,3198 Maxwell Circle,Delivery Manager,104300.0,1940,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_341_0002,324,LA MARQUE - MAIN OFFICE,Post Office,341,GALAMO568_Delivery,2,Delivery,0,0,EMP_324_341_0001,Elizabeth Johnson,Elizabeth,Johnson,555-374-2315,elizabeth.johnson.324.341.2@postal-demo.local,0848 Martin Highway Suite 770,Rural Carrier,53300.0,1948,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_341_0003,324,LA MARQUE - MAIN OFFICE,Post Office,341,GALAMO568_Delivery,2,Delivery,0,0,EMP_324_341_0001,Jesse Crawford,Jesse,Crawford,555-395-7650,jesse.crawford.324.341.3@postal-demo.local,7970 Angie Stream Apt. 076,Rural Carrier,51300.0,1907,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_341_0004,324,LA MARQUE - MAIN OFFICE,Post Office,341,GALAMO568_Delivery,2,Delivery,0,0,EMP_324_341_0001,Joseph Phillips,Joseph,Phillips,555-795-5022,joseph.phillips.324.341.4@postal-demo.local,8355 Christopher Estates,Rural Carrier,49000.0,916,Part-Time,staffing_plan_employee_generation.ipynb
EMP_324_341_0005,324,LA MARQUE - MAIN OFFICE,Post Office,341,GALAMO568_Delivery,2,Delivery,0,0,EMP_324_341_0001,Scott Gibson,Scott,Gibson,555-223-9716,scott.gibson.324.341.5@postal-demo.local,28290 Melanie Plaza Apt. 205,Delivery Associate,60500.0,1996,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_853_0001,324,LA MARQUE - MAIN OFFICE,Post Office,853,GALAMO568_Logistics,3,Logistics,1,0,,Daniel Walton,Daniel,Walton,555-396-3129,daniel.walton.324.853.1@postal-demo.local,40636 Charles River,Logistics Manager,84000.0,2111,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_853_0002,324,LA MARQUE - MAIN OFFICE,Post Office,853,GALAMO568_Logistics,3,Logistics,0,0,EMP_324_853_0001,Candace Cox,Candace,Cox,555-819-4426,candace.cox.324.853.2@postal-demo.local,0651 Emily Route,Logistics Associate,42600.0,1159,Part-Time,staffing_plan_employee_generation.ipynb
EMP_324_1393_0001,324,LA MARQUE - MAIN OFFICE,Post Office,1393,GALAMO568_Retail Services,1,Retail Services,1,0,,Jennifer Nelson,Jennifer,Nelson,555-289-1057,jennifer.nelson.324.1393.1@postal-demo.local,17064 Crosby Walks Suite 968,Retail Services Manager,77100.0,2129,Full-Time,staffing_plan_employee_generation.ipynb
EMP_324_1393_0002,324,LA MARQUE - MAIN OFFICE,Post Office,1393,GALAMO568_Retail Services,1,Retail Services,0,0,EMP_324_1393_0001,Angela Crane,Angela,Crane,555-794-9682,angela.crane.324.1393.2@postal-demo.local,40790 Walters Plains,Customer Service Clerk,38200.0,1371,Part-Time,staffing_plan_employee_generation.ipynb
EMP_324_1393_0003,324,LA MARQUE - MAIN OFFICE,Post Office,1393,GALAMO568_Retail Services,1,Retail Services,0,0,EMP_324_1393_0001,Gail Case,Gail,Case,555-309-9798,gail.case.324.1393.3@postal-demo.local,011 Nicholson Isle,Customer Service Clerk,42500.0,1876,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_342_0001,325,LA PORTE - MAIN OFFICE,Post Office,342,HALAMO571_Delivery,2,Delivery,1,1,,Holly Porter,Holly,Porter,555-204-7185,holly.porter.325.342.1@postal-demo.local,7619 Anderson Port Suite 017,Delivery Manager,98000.0,1983,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_342_0002,325,LA PORTE - MAIN OFFICE,Post Office,342,HALAMO571_Delivery,2,Delivery,0,0,EMP_325_342_0001,Benjamin Hernandez,Benjamin,Hernandez,555-239-9141,benjamin.hernandez.325.342.2@postal-demo.local,6451 Berg Mountain,Mail Carrier,42200.0,2122,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_342_0003,325,LA PORTE - MAIN OFFICE,Post Office,342,HALAMO571_Delivery,2,Delivery,0,0,EMP_325_342_0001,Katherine Williams,Katherine,Williams,555-411-4512,katherine.williams.325.342.3@postal-demo.local,380 Padilla Keys,Mail Carrier,43300.0,2075,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_342_0004,325,LA PORTE - MAIN OFFICE,Post Office,342,HALAMO571_Delivery,2,Delivery,0,0,EMP_325_342_0001,Susan Torres,Susan,Torres,555-833-7901,susan.torres.325.342.4@postal-demo.local,7253 Brian Knoll,Mail Carrier,57300.0,1890,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_342_0005,325,LA PORTE - MAIN OFFICE,Post Office,342,HALAMO571_Delivery,2,Delivery,0,0,EMP_325_342_0001,Daisy Newman,Daisy,Newman,555-474-4245,daisy.newman.325.342.5@postal-demo.local,489 Bowers Lake,City Carrier,55600.0,1888,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_854_0001,325,LA PORTE - MAIN OFFICE,Post Office,854,HALAMO571_Logistics,3,Logistics,1,0,,Jeanne Porter,Jeanne,Porter,555-726-9648,jeanne.porter.325.854.1@postal-demo.local,99335 Snow Road Apt. 240,Logistics Manager,96900.0,1852,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_854_0002,325,LA PORTE - MAIN OFFICE,Post Office,854,HALAMO571_Logistics,3,Logistics,0,0,EMP_325_854_0001,Patricia Salazar,Patricia,Salazar,555-436-6047,patricia.salazar.325.854.2@postal-demo.local,639 Cannon Heights Suite 427,Mail Handler,55200.0,1938,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_1394_0001,325,LA PORTE - MAIN OFFICE,Post Office,1394,HALAMO571_Retail Services,1,Retail Services,1,0,,John Grant,John,Grant,555-498-2697,john.grant.325.1394.1@postal-demo.local,652 Carrie Plaza Suite 762,Retail Services Manager,94200.0,2058,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_1394_0002,325,LA PORTE - MAIN OFFICE,Post Office,1394,HALAMO571_Retail Services,1,Retail Services,0,0,EMP_325_1394_0001,Kristina Moore,Kristina,Moore,555-958-4279,kristina.moore.325.1394.2@postal-demo.local,3340 Mccoy Centers,Window Clerk,46700.0,1909,Full-Time,staffing_plan_employee_generation.ipynb
EMP_325_1394_0003,325,LA PORTE - MAIN OFFICE,Post Office,1394,HALAMO571_Retail Services,1,Retail Services,0,0,EMP_325_1394_0001,Melissa Jenkins,Melissa,Jenkins,555-862-1096,melissa.jenkins.325.1394.3@postal-demo.local,40142 Nicholas Spurs,Window Clerk,46100.0,2097,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_343_0001,326,LAKE JACKSON - MAIN OFFICE,Post Office,343,BRLAMO566_Delivery,2,Delivery,1,1,,James Khan,James,Khan,555-821-3888,james.khan.326.343.1@postal-demo.local,63628 White Forge Apt. 570,Delivery Manager,103900.0,2139,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_343_0002,326,LAKE JACKSON - MAIN OFFICE,Post Office,343,BRLAMO566_Delivery,2,Delivery,0,0,EMP_326_343_0001,Justin Adams,Justin,Adams,555-486-5852,justin.adams.326.343.2@postal-demo.local,143 Pitts Drive Apt. 117,City Carrier,60000.0,1944,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_343_0003,326,LAKE JACKSON - MAIN OFFICE,Post Office,343,BRLAMO566_Delivery,2,Delivery,0,0,EMP_326_343_0001,Matthew Preston,Matthew,Preston,555-513-4634,matthew.preston.326.343.3@postal-demo.local,9574 Kathy Common Suite 246,Mail Carrier,50700.0,1889,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_343_0004,326,LAKE JACKSON - MAIN OFFICE,Post Office,343,BRLAMO566_Delivery,2,Delivery,0,0,EMP_326_343_0001,John Rodriguez,John,Rodriguez,555-374-8650,john.rodriguez.326.343.4@postal-demo.local,29116 Goodwin Row Apt. 464,Rural Carrier,45000.0,1910,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_343_0005,326,LAKE JACKSON - MAIN OFFICE,Post Office,343,BRLAMO566_Delivery,2,Delivery,0,0,EMP_326_343_0001,Gregory Carlson,Gregory,Carlson,555-770-7606,gregory.carlson.326.343.5@postal-demo.local,47353 Brooks Rue Apt. 530,Mail Carrier,51700.0,2168,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_855_0001,326,LAKE JACKSON - MAIN OFFICE,Post Office,855,BRLAMO566_Logistics,3,Logistics,1,0,,Bruce Stewart,Bruce,Stewart,555-897-3252,bruce.stewart.326.855.1@postal-demo.local,5183 Castillo Port,Logistics Manager,85200.0,1872,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_855_0002,326,LAKE JACKSON - MAIN OFFICE,Post Office,855,BRLAMO566_Logistics,3,Logistics,0,0,EMP_326_855_0001,Gregory Mcdaniel,Gregory,Mcdaniel,555-940-9292,gregory.mcdaniel.326.855.2@postal-demo.local,57824 Singh Club,Mail Handler,52400.0,2097,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_1395_0001,326,LAKE JACKSON - MAIN OFFICE,Post Office,1395,BRLAMO566_Retail Services,1,Retail Services,1,0,,Anthony Gordon,Anthony,Gordon,555-214-1405,anthony.gordon.326.1395.1@postal-demo.local,6437 Case Inlet,Retail Services Manager,87000.0,2085,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_1395_0002,326,LAKE JACKSON - MAIN OFFICE,Post Office,1395,BRLAMO566_Retail Services,1,Retail Services,0,0,EMP_326_1395_0001,Jamie Williams,Jamie,Williams,555-883-4635,jamie.williams.326.1395.2@postal-demo.local,6066 Wilson Burg,Window Clerk,51700.0,2174,Full-Time,staffing_plan_employee_generation.ipynb
EMP_326_1395_0003,326,LAKE JACKSON - MAIN OFFICE,Post Office,1395,BRLAMO566_Retail Services,1,Retail Services,0,0,EMP_326_1395_0001,Nicholas Hancock,Nicholas,Hancock,555-382-9926,nicholas.hancock.326.1395.3@postal-demo.local,74912 April Overpass Apt. 650,Window Clerk,44600.0,930,Part-Time,staffing_plan_employee_generation.ipynb
EMP_327_344_0001,327,LAMESA - MAIN OFFICE,Post Office,344,DALAMO331_Delivery,2,Delivery,1,1,,Roger Atkinson,Roger,Atkinson,555-355-5391,roger.atkinson.327.344.1@postal-demo.local,1590 Daniel Expressway Suite 023,Delivery Manager,96300.0,1916,Full-Time,staffing_plan_employee_generation.ipynb
EMP_327_344_0002,327,LAMESA - MAIN OFFICE,Post Office,344,DALAMO331_Delivery,2,Delivery,0,0,EMP_327_344_0001,Christopher Williams,Christopher,Williams,555-281-1629,christopher.williams.327.344.2@postal-demo.local,27289 Mccormick Wall Apt. 212,Delivery Associate,61200.0,1143,Part-Time,staffing_plan_employee_generation.ipynb
EMP_327_344_0003,327,LAMESA - MAIN OFFICE,Post Office,344,DALAMO331_Delivery,2,Delivery,0,0,EMP_327_344_0001,Brian Myers,Brian,Myers,555-948-4646,brian.myers.327.344.3@postal-demo.local,9842 Johnson Mountain,City Carrier,59300.0,2131,Full-Time,staffing_plan_employee_generation.ipynb
EMP_327_344_0004,327,LAMESA - MAIN OFFICE,Post Office,344,DALAMO331_Delivery,2,Delivery,0,0,EMP_327_344_0001,Christine Hines,Christine,Hines,555-762-2969,christine.hines.327.344.4@postal-demo.local,420 Deborah Heights Apt. 442,City Carrier,52600.0,1987,Full-Time,staffing_plan_employee_generation.ipynb
EMP_327_856_0001,327,LAMESA - MAIN OFFICE,Post Office,856,DALAMO331_Logistics,3,Logistics,1,0,,Jonathan Smith,Jonathan,Smith,555-280-7550,jonathan.smith.327.856.1@postal-demo.local,72386 Jennifer Knoll Suite 285,Logistics Manager,96300.0,2177,Full-Time,staffing_plan_employee_generation.ipynb
EMP_327_856_0002,327,LAMESA - MAIN OFFICE,Post Office,856,DALAMO331_Logistics,3,Logistics,0,0,EMP_327_856_0001,Jodi Erickson,Jodi,Erickson,555-606-1853,jodi.erickson.327.856.2@postal-demo.local,5763 Park Rest Apt. 930,Routing Clerk,55700.0,2155,Full-Time,staffing_plan_employee_generation.ipynb
