package_id_hex,recipient_address,recipient_territory_id,sender_address,sender_territory_id,estimated_delivery_distance,recipient_first_name,recipient_middle_initial,recipient_last_name,expected_delivery_date,delivered_date
754ab4271fb45561ac974f1f900d10a3,"1764 Lone Star Ct, Cypress, TX 77433",1487,"8675 Pecan Grove Ave, Houston, TX 77082",1365,16.65,Sofia,Y,Ortiz,,
9a4e4dab16b65b3f99721d1a86e00a9d,"8026 Cypress St, Pittsburg, TX 75686",443,"1978 Live Oak Way, Houston, TX 77022",1302,218.33,Rafael,O,Hayes,,
8e480e311ddb50a49763f767b661fe8a,"5062 Mockingbird Way, San Antonio, TX 78251",2000,"8217 Mockingbird Rd, Amarillo, TX 79124",2598,446.16,Samuel,Y,Kim,,
1ef59fa44d725e99afffa6ff200f3c23,"9369 Bluebonnet Rd, Overton, TX 75684",441,"7723 Sunset Ridge Way, Bastrop, TX 78602",2166,204.91,Maya,I,Ramirez,,
f2e1e2ce270251b9a0cd682a3b48af2f,"2778 Post Oak Blvd, Fort Worth, TX 76118",734,"3514 Mesquite Ln, Spring, TX 77379",1454,214.23,Gabriela,E,Castillo,,
62b62112efaf50b4a12945c09830f075,"5462 Mockingbird Ave, Mckinney, TX 75071",66,"2541 Live Oak Ln, Pflugerville, TX 78660",2261,201.73,Omar,X,Bennett,,
676b717b0b875c318d680c81f01dd958,"7697 Sunset Ridge Way, Longview, TX 75605",383,"1329 Brazos Ct, Lubbock, TX 79413",2749,420.49,Julian,,Nguyen,,
72a5fe845dd95c0f94c8892e8a977d6f,"2408 Lone Star Ave, Spring, TX 77381",1456,"4705 Post Oak Way, Krum, TX 76249",790,239.0,Aaron,,Diaz,,
314a35599bd6580494e4106f9cc92415,"491 Pecan Grove Dr, Richmond, TX 77406",1465,"5733 Sunset Ridge Ave, College Station, TX 77845",1704,69.62,Kayla,T,Edwards,,
4c8fccf38b1b5cd7a0bfecbcdadbb327,"940 Rio Vista St, Pasadena, TX 77504",1566,"5461 Magnolia Ln, Plano, TX 75024",20,255.45,Isaac,,Flores,,
eee996118f0e5d33ad08d9af47fce6ba,"4529 Bluebonnet Ave, Mckinney, TX 75069",64,"1114 Pecan Grove Ave, Fort Worth, TX 76132",743,58.88,Kayla,H,Bennett,,
611fdc45c432510ca3a033cfc2dbfcb9,"9477 Brazos Ave, San Angelo, TX 76904",1249,"7759 Cedar Creek Ct, Lubbock, TX 79403",2741,180.71,Olivia,J,Patel,,
e60bc153d25c5656ae75b7bee8466f39,"1984 Sunset Ridge Rd, Allen, TX 75002",3,"9605 Trinity St, Corpus Christi, TX 78411",2089,373.24,Maya,F,Anderson,,
7daf2b91c0395177a9c08b985c167e48,"7352 Brazos Way, Beaumont, TX 77701",1675,"6656 Bluebonnet Dr, San Antonio, TX 78217",1967,261.29,Elena,,Singh,,
a8e04a81ec0f5d7a92b95d4144887ccc,"9790 Sunset Ridge Rd, Allen, TX 75002",3,"1543 Hill Country Ln, Waco, TX 76798",1165,110.79,Priya,H,Nguyen,,
a3f69d9b5b855b53a95c9242d133b633,"6682 Mockingbird Ln, Houston, TX 77081",1363,"7686 Prairie Bend Ct, Del Valle, TX 78617",2192,130.45,Caleb,,Johnson,,
8ad3b111588b508597cb1e72daff9704,"8540 Prairie Bend Ave, The Colony, TX 75056",52,"2502 Rio Vista Ct, Denton, TX 76201",757,17.03,Danielle,V,Anderson,,
b7301520ca3d52b5848b0c2c5be8012f,"1997 Cypress Dr, Dallas, TX 75225",188,"6441 Mesquite St, Fort Worth, TX 76106",722,32.76,Valerie,I,Ortiz,,
824ecc3efc6b5b7da0594e942b25cb25,"6883 Cypress Dr, Fort Worth, TX 76105",721,"7994 Live Oak Rd, Cedar Park, TX 78613",2184,156.52,Victor,D,Ortiz,,
2255b7ad63c056239f481fc16ca8bf81,"8270 Sunset Ridge Way, Princeton, TX 75407",225,"448 Hill Country St, Fort Worth, TX 76109",726,60.54,Tara,M,Garcia,,
39b012f294a15fdfab53913f4bb10e5a,"7945 Lone Star Way, Houston, TX 77036",1317,"228 Brazos Ct, Wylie, TX 75098",90,236.37,Valerie,,Lee,,
220e302a3de759e5b55fc5a40a28aa36,"7791 Rio Vista Ct, San Antonio, TX 78245",1995,"7425 Bluebonnet Way, San Antonio, TX 78260",2011,25.16,Natalie,T,Johnson,,
b310b7d01a515a73a5392adce1790005,"1825 Sunset Ridge Dr, Waco, TX 76710",1162,"4373 Hill Country Blvd, Ovalo, TX 79541",2809,159.51,Valerie,N,Ortiz,,
04113f64459555f89f30a3c1d082100b,"6071 Cypress Way, Idalou, TX 79329",2672,"5309 Hill Country Rd, Texarkana, TX 75503",346,434.99,Aaron,R,Kim,,
f0e0139a14da58beaf93fcaa33990731,"9028 Pecan Grove Dr, Galveston, TX 77551",1603,"6910 Live Oak Rd, Corpus Christi, TX 78412",2090,187.17,Rachel,T,Vasquez,,
35f39d9a3fc0553a8e1c9f06ead8aebc,"3020 Post Oak Ave, Tyler, TX 75704",460,"569 Bluebonnet Rd, Dallas, TX 75287",219,91.16,Hannah,I,Anderson,,
4b6b07c83fbd5436a123e3f854482e29,"8311 Brazos Ct, Houston, TX 77028",1308,"9077 Trinity Ln, Mansfield, TX 76063",688,219.08,Whitney,,Taylor,,
7a1c5acfe3645449ba9928db2f1d7f59,"8754 Sunset Ridge Rd, Lufkin, TX 75901",561,"8844 Rio Vista Dr, Childress, TX 79201",2600,393.33,Hannah,I,Ramirez,,
9bb6a7230c935cd49cc062878c5aea37,"1810 Cedar Creek Way, Fort Worth, TX 76137",747,"7829 Sunset Ridge Dr, Killeen, TX 76542",1017,130.9,Kayla,,Martinez,,
158fe65e10695d15bc51a4270842640e,"5580 Post Oak Blvd, Houston, TX 77008",1288,"4632 Bluebonnet Ave, Austin, TX 78744",2328,140.8,Felix,N,Anderson,,
4197dfd66d505255b01c6374614c755b,"8431 Cedar Creek Way, Grand Prairie, TX 75052",48,"194 Prairie Bend Way, Fort Worth, TX 76132",743,22.7,Sofia,F,Ortiz,,
b89c52011d8558589c85a844fe5c98c3,"967 Rio Vista Ln, Dallas, TX 75244",205,"1350 Live Oak Ave, Amarillo, TX 79109",2589,327.88,Victor,,Singh,,
636c5e7bb7c55f54b9b4a29f16672153,"9403 Pecan Grove Dr, Hurst, TX 76053",678,"5075 Mockingbird Ln, Houston, TX 77043",1324,228.11,Alyssa,O,Vasquez,,
068b143583e6551eb30b5815f516c696,"693 Cedar Creek Ln, Princeton, TX 75407",225,"5278 Mockingbird Rd, Mckinney, TX 75069",64,6.39,Kayla,D,Walker,,
e4661f30c6fd5895b9d71541687eec35,"7897 Magnolia Ln, Richardson, TX 75080",75,"5270 Bluebonnet Blvd, Longview, TX 75602",377,126.31,Omar,,Vasquez,,
c3a3859d54a654c9aad4963a65691275,"6705 Cedar Creek Ave, Keller, TX 76244",785,"4463 Cedar Creek Dr, Clute, TX 77531",1586,291.04,Alyssa,Y,Edwards,,
8f2b7eb37a09537080bdba5842b10619,"2978 Cedar Creek Blvd, Garland, TX 75040",36,"3561 Trinity Rd, Wallis, TX 77485",1550,229.47,Ethan,U,Taylor,,
1b9e66526718581b812b313b42144c6b,"3902 Bluebonnet St, Dallas, TX 75232",195,"6275 Mesquite Blvd, Mesquite, TX 75150",132,16.27,Rafael,M,Ramirez,,
347813825d2b58deb1b3c68ad5fca038,"1983 Lone Star Blvd, Mcallen, TX 78504",2100,"2220 Cypress Ct, Harlingen, TX 78550",2118,35.55,Maya,,Vasquez,,
3b15ee17befb53b0b02e843fe13f3317,"7860 Cedar Creek Ln, Houston, TX 77055",1337,"3306 Pecan Grove Rd, Irving, TX 75060",56,224.49,Daniel,G,Singh,,
471588b812515e22a329eed479be9068,"4534 Prairie Bend Ln, Dallas, TX 75248",209,"9699 Post Oak Ln, El Paso, TX 79912",2943,573.04,Victor,T,Edwards,,
d21e7d28aa285edd932b222dcd841626,"4821 Rio Vista Ave, Denton, TX 76203",758,"6407 Mockingbird Rd, Denton, TX 76205",759,1.98,Wesley,H,Johnson,,
6d99cdd28a78585c812606fda78e0109,"4592 Mockingbird Ln, Waco, TX 76710",1162,"8369 Mockingbird Way, Houston, TX 77012",1292,169.85,Alyssa,F,Castillo,,
ec65ad6d57c6528c83a9b6f2e5377699,"2077 Hill Country Ct, Houston, TX 77005",1285,"5739 Trinity Ct, Austin, TX 78752",2337,142.79,Rachel,L,Garcia,,
9e1bee558edf53d280b419e2da2b4e09,"647 Mesquite Ave, Houston, TX 77072",1354,"279 Cypress Ct, El Paso, TX 79935",2955,653.62,Isaac,,Castillo,,
5fd208c21cbb5779a0b65f05c741f162,"2660 Pecan Grove Rd, San Antonio, TX 78217",1967,"7989 Hill Country Ct, Fort Hood, TX 76544",1019,123.3,Kevin,A,Taylor,,
3eb3e65602d450cb9d6d5cc5c1659c94,"9266 Rio Vista St, Missouri City, TX 77459",1520,"2402 Rio Vista Dr, Brownsville, TX 78520",2102,275.22,Xavier,G,Ortiz,,
a41a4bb137fd5991b3dbc8e01cbbc230,"8969 Brazos Ln, El Paso, TX 79907",2940,"4618 Sunset Ridge Blvd, Sierra Blanca, TX 79851",2929,69.65,Wesley,B,Nguyen,,
1bcfd35f16b1551eb81a6864322eff42,"8011 Post Oak Blvd, Houston, TX 77078",1360,"9207 Mesquite St, Donna, TX 78537",2107,306.47,Isaac,,Kim,,
f92819f453575112890726de83f3c3b2,"3086 Hill Country Way, Converse, TX 78109",1890,"3888 Brazos Blvd, College Station, TX 77840",1702,141.39,Natalie,X,Bennett,,
7acd40ad68fc5855b8fce73f7ad7026f,"6060 Live Oak Ct, Houston, TX 77041",1322,"5283 Trinity Ave, Duncanville, TX 75116",103,208.72,Kayla,B,Castillo,,
692e1f35bd6857c4ad3e6efed510dedc,"8478 Mesquite Blvd, Dallas, TX 75232",195,"7828 Cypress Ct, Longview, TX 75605",383,123.72,Valerie,U,Walker,,
87faf079f7235de0807456b821416f0c,"3585 Sunset Ridge Rd, Austin, TX 78749",2333,"7914 Lone Star Dr, Austin, TX 78759",2343,14.29,Jasmine,Z,Johnson,,
63834de2717256b3afb41e9215784e0c,"8406 Hill Country Blvd, Arlington, TX 76012",632,"7031 Live Oak Ave, Beaumont, TX 77708",1681,251.89,Nathan,V,Hayes,,
e95fb9e1748d596895401ddf18e7429b,"2593 Cedar Creek Rd, Grand Prairie, TX 75052",48,"6434 Bluebonnet Ave, Littlefield, TX 79339",2681,318.46,Maya,I,Patel,,
17e0d8be4597581f8db57dba84e831fd,"4882 Prairie Bend Ct, Conroe, TX 77385",1459,"5159 Rio Vista Ave, Dallas, TX 75205",171,199.99,Jasmine,,Bennett,,
2c348038cd90558ca429ecce84e2af0e,"3585 Sunset Ridge Rd, Austin, TX 78749",2333,"1240 Bluebonnet Way, Mckinney, TX 75071",66,221.58,Jasmine,Z,Johnson,,
fad284fe38a25c09a49a5cb8ef80801a,"4739 Rio Vista Dr, Pearland, TX 77581",1622,"7130 Cedar Creek St, Lewisville, TX 75067",62,259.27,Olivia,G,Diaz,,
222f7d43a08d524fb474b3b901e14844,"8697 Mockingbird St, Waco, TX 76798",1165,"8411 Bluebonnet Ave, Conroe, TX 77302",1387,138.61,Preston,W,Diaz,,
e67a9b89bfc65f9e88319796c6ac04e3,"7872 Magnolia Blvd, Mcallen, TX 78504",2100,"7318 Trinity Blvd, Keller, TX 76244",785,463.28,Thomas,U,Edwards,,
a59abb909834523a8a1eab98e28bcb11,"6625 Rio Vista Dr, Irving, TX 75062",58,"1754 Trinity Ave, Fort Worth, TX 76110",727,24.12,Aaron,J,Anderson,,
a4c8c39fccc8511799859ac640b52eb0,"174 Mockingbird Ct, San Antonio, TX 78207",1957,"2646 Prairie Bend Way, The Colony, TX 75056",52,269.84,Samuel,A,Castillo,,
19e6fa4d075e5889a80ba4f41c3df2e2,"4494 Magnolia Ct, Houston, TX 77025",1305,"6214 Trinity Ln, Rowlett, TX 75088",81,231.02,Julian,C,Walker,,
ec03a35122765a6daaff7121f539bba9,"4863 Post Oak St, Houston, TX 77082",1365,"9689 Lone Star Ave, San Antonio, TX 78207",1957,174.55,Caleb,F,Taylor,,
2cdf189424925147a7cec1bea6ff8a69,"173 Mockingbird Ln, Arlington, TX 76017",637,"1086 Cypress Rd, Conroe, TX 77303",1388,189.7,Nathan,,Martinez,,
15a6492598f25105b2c6e11e8717272f,"340 Prairie Bend St, Waxahachie, TX 75165",150,"5447 Trinity Way, Killeen, TX 76549",1022,111.22,Marcus,,Patel,,
f989b8899aff5fdeba97c4298e0c4c9a,"2920 Mesquite Way, Houston, TX 77096",1381,"4322 Magnolia Ct, El Paso, TX 79924",2948,666.66,Gabriel,U,Hayes,,
14d2e518f57f54adb94c4112c9e729ac,"7332 Bluebonnet St, Beaumont, TX 77705",1678,"1608 Lone Star Way, Amarillo, TX 79109",2589,577.69,Zoe,U,Singh,,
4d219ce782735fb6bf3f7db6ca971307,"6673 Mesquite Ct, Laredo, TX 78045",1843,"5317 Magnolia Rd, Wylie, TX 75098",90,403.5,Elena,V,Walker,,
1a14ccd9912a563fb128e551dda01041,"8037 Cedar Creek Ave, Houston, TX 77082",1365,"4791 Magnolia Blvd, Deer Park, TX 77536",1592,31.44,Priya,,Bennett,,
3c5bbe2f47485c869ef3348a1ccfd726,"6970 Trinity Ave, San Antonio, TX 78216",1966,"8264 Mockingbird Ct, San Antonio, TX 78254",2004,14.32,Daniel,L,Nguyen,,
33eed4df1aaa5644817f309f63c52fe5,"6838 Magnolia Dr, Houston, TX 77099",1384,"1362 Trinity Ln, Nacogdoches, TX 75961",601,145.17,Olivia,G,Johnson,,
7540b651fe565f02a8b0607cc745bcc6,"8477 Pecan Grove St, Marble Falls, TX 78654",2251,"6856 Trinity Blvd, San Antonio, TX 78250",1999,78.67,Caleb,,Ramirez,,
fbf05a53b593566db7018eb7264cd5fc,"5353 Mesquite Way, Athens, TX 75751",470,"1382 Magnolia Ave, El Paso, TX 79928",2951,598.78,Felix,F,Castillo,,
bce3a43420c65d36ad1736050fe1d482,"951 Magnolia Ln, Carrollton, TX 75007",7,"6778 Rio Vista Dr, Irving, TX 75063",59,8.87,Hannah,F,Ramirez,,
44708c0d5aad563499271ca3eeecc278,"4919 Pecan Grove Ln, Burleson, TX 76028",646,"4109 Lone Star Rd, Wichita Falls, TX 76308",830,116.34,Julian,W,Kim,,
e9a6cf3b7cd55ce4859ee5c1b4965380,"6622 Mockingbird Way, Houston, TX 77080",1362,"6977 Rio Vista Rd, Katy, TX 77494",1560,18.6,Luis,I,Anderson,,
b8c48bf554f759d58650fc508198568d,"2538 Brazos Ct, Round Rock, TX 78681",2290,"3814 Lone Star Blvd, Houston, TX 77064",1346,136.46,Marcus,,Diaz,,
675d533c43285176999b1fe929958fcb,"3122 Mockingbird St, Gonzales, TX 78629",2213,"5941 Pecan Grove St, Weslaco, TX 78599",2165,227.61,Hannah,Q,Ramirez,,
d8a8c727a5c75ebdb8de3576c28f4fce,"542 Cypress Ln, Converse, TX 78109",1890,"5814 Lone Star Rd, Dallas, TX 75254",215,255.17,Caleb,U,Patel,,
d30fb6082f6d5324bec6534b55e7368b,"7357 Trinity Blvd, Richardson, TX 75082",77,"9385 Post Oak Rd, Big Sandy, TX 75755",475,94.99,Xavier,I,Bennett,,
e1386d731acc5a8a923a5880549c4138,"5624 Pecan Grove Ct, Houston, TX 77099",1384,"4197 Post Oak St, Houston, TX 77073",1355,25.27,Camila,G,Nguyen,,
ba235d2be7985b30801ac917b10f764c,"2059 Magnolia Ct, Katy, TX 77494",1560,"9874 Cedar Creek Way, Crockett, TX 75835",522,109.06,Rachel,,Taylor,,
9a11e5da2b695df08ef1797b942802ed,"7022 Rio Vista Ln, Houston, TX 77070",1352,"4683 Trinity Ct, Houston, TX 77064",1346,4.13,Maya,,Johnson,,
539ffa0142755836a45dc72fcfc77217,"2834 Sunset Ridge Blvd, Converse, TX 78109",1890,"2469 Cedar Creek Dr, Mcallen, TX 78504",2100,221.28,Tara,Q,Martinez,,
aeb9d10b005c5b138ea49c675ff04400,"5423 Cedar Creek Way, Fort Worth, TX 76107",723,"4856 Brazos Ct, Houston, TX 77095",1380,220.71,Luis,E,Bennett,,
6964a9a86bff51e080150188f60d1b11,"7677 Cedar Creek Ln, Corpus Christi, TX 78414",2092,"3840 Magnolia St, Corpus Christi, TX 78411",2089,4.89,Victor,N,Ortiz,,
cbafdd939dde5cc0a87dbbc24636d422,"3973 Cypress Ave, Dallas, TX 75214",179,"9708 Post Oak Way, Waco, TX 76706",1159,96.41,Danielle,J,Edwards,,
ca2cc9e500c65c88953ce33757053911,"3889 Magnolia Ave, Houston, TX 77090",1375,"8158 Cypress Rd, Houston, TX 77028",1308,15.78,Kevin,B,Ortiz,,
b0d4e52ff93c58fb9824115012dade80,"2059 Magnolia Ct, Katy, TX 77494",1560,"6398 Live Oak Ct, Lubbock, TX 79423",2753,436.5,Rachel,,Taylor,,
5a9b49281645545cb5ea3e9e459a7211,"1965 Trinity Ct, Desoto, TX 75115",102,"7227 Cedar Creek Ct, Cibolo, TX 78108",1889,223.86,Natalie,D,Bennett,,
d68da8dd41c45586919c5718393233d3,"4561 Magnolia Blvd, Bullard, TX 75757",479,"7928 Prairie Bend Blvd, Humble, TX 77346",1417,147.21,Danielle,L,Walker,,
56756b54bd3858dbbf486b7456fdd71b,"584 Sunset Ridge Blvd, Weatherford, TX 76087",712,"7984 Lone Star St, Desoto, TX 75115",102,54.13,Luis,S,Vasquez,,
92c6e583b67d5fa7a968f8b6ac130fbb,"1561 Rio Vista Dr, Amarillo, TX 79107",2585,"9078 Live Oak Ln, Floydada, TX 79235",2621,93.72,Aaron,,Taylor,,
5516384f409d5805b564491cc541cfff,"9271 Sunset Ridge Ave, Houston, TX 77084",1368,"7937 Mesquite Ave, Austin, TX 78754",2339,123.78,Wesley,J,Diaz,,
305787b31189572b801a7b64dbf3a20b,"3846 Pecan Grove Dr, Richardson, TX 75080",75,"9200 Live Oak Ave, Winnsboro, TX 75494",336,85.95,Caleb,A,Nguyen,,
a63977c856105efd856afae9636fa69e,"6475 Bluebonnet St, Sugar Land, TX 77479",1541,"3153 Magnolia Blvd, Brownsville, TX 78526",2104,270.41,Kayla,,Garcia,,
e8ad682cf5d952a788ad7f6631618029,"719 Lone Star Ct, Spring, TX 77386",1460,"4973 Pecan Grove Blvd, El Paso, TX 79932",2953,677.26,Rachel,L,Nguyen,,
abcd2afffe5a52c49e6b286af34afb9f,"2017 Trinity Dr, Caldwell, TX 77836",1699,"4025 Post Oak Blvd, College Station, TX 77845",1704,23.98,Maya,,Bennett,,
3d2d5da7761a5b6eb43de8b8f7e57652,"8830 Prairie Bend Dr, Frisco, TX 75035",31,"9367 Lone Star Ct, Balch Springs, TX 75180",158,31.62,Jasmine,Q,Taylor,,
bd89de8edb6155b78af19c2ecab7b042,"6901 Live Oak Ave, Midland, TX 79705",2854,"3275 Brazos Ct, Abilene, TX 79602",2845,140.16,Priya,G,Martinez,,
85aadc649ed4562a9cf980bda88ff302,"293 Prairie Bend St, San Antonio, TX 78216",1966,"1986 Cedar Creek St, Missouri City, TX 77459",1520,177.7,Natalie,E,Hayes,,
15f0de2e0ed65989a68ae65476b8c321,"5965 Bluebonnet Blvd, Houston, TX 77091",1376,"1422 Cedar Creek Dr, El Paso, TX 79905",2938,664.85,Tara,G,Taylor,,
bf5f99a40bb5576b9ee243a339ecce1c,"1383 Lone Star Dr, Denton, TX 76208",761,"7264 Mockingbird St, Spring, TX 77389",1462,232.4,Hannah,G,Vasquez,,
4737ef7fad70566e8b5ac4aaa81c1c1a,"417 Trinity Way, Amarillo, TX 79102",2579,"1873 Cypress St, Darrouzett, TX 79024",2469,119.77,Thomas,I,Patel,,
ad2d5debd2ea5fc79123ab49a5337f81,"9386 Post Oak Dr, Crystal City, TX 78839",2363,"686 Pecan Grove St, San Antonio, TX 78223",1973,92.44,Wesley,S,Taylor,,
3ebf0cde4c5b5efeb253d2611d6d5d9e,"8861 Sunset Ridge Ave, Huntsville, TX 77340",1413,"2164 Mesquite Rd, Austin, TX 78704",2294,135.77,Wesley,B,Anderson,,
cc918839aae75781a1b14cb36d5249fb,"939 Brazos Ln, Spring, TX 77381",1456,"5772 Bluebonnet St, Laredo, TX 78040",1839,304.07,Kevin,P,Diaz,,
a7b307659e18507a9b9d7b1b222f5190,"2898 Live Oak Ln, Cibolo, TX 78108",1889,"7923 Hill Country Rd, Keller, TX 76248",789,239.17,Isaac,Q,Singh,,
a01b9b0f3063577184d76e4fe5c991d2,"7739 Live Oak Ct, New Braunfels, TX 78132",1918,"3410 Mesquite Ct, San Antonio, TX 78253",2002,41.31,Maya,,Edwards,,
8ea2560656f15e0c80700d17e7129ab3,"1773 Prairie Bend Dr, Sugar Land, TX 77479",1541,"8653 Live Oak Dr, Conroe, TX 77304",1389,53.4,Natalie,R,Vasquez,,
a498651384685cc196847ea00f8962e2,"6876 Mesquite Dr, Euless, TX 76039",658,"6876 Post Oak Way, Granbury, TX 76049",667,45.19,Thomas,M,Nguyen,,
d93db6c25d705cb5996ed09fe378a9a7,"7117 Mockingbird Way, San Antonio, TX 78245",1995,"1163 Magnolia Ave, Shelbyville, TX 75973",612,327.55,Lauren,H,Bennett,,
6e05b108b3ac5d2a810a953d3546ba87,"1811 Magnolia Ave, San Antonio, TX 78249",1998,"2940 Magnolia Way, Seguin, TX 78155",1943,40.68,Rafael,O,Hayes,,
5ae6ee8a4127594b9ea04ad17630c3c3,"7117 Mockingbird Way, San Antonio, TX 78245",1995,"6044 Pecan Grove Ave, San Antonio, TX 78259",2010,24.47,Lauren,H,Bennett,,
c8389a0309a55a11b8e7ac79eb41c219,"8944 Magnolia Ct, Fort Worth, TX 76126",739,"4116 Pecan Grove Rd, Dallas, TX 75204",170,43.76,Maya,,Johnson,,
83587aa1529a5b7e98f4134aaee11450,"5819 Magnolia Rd, Houston, TX 77019",1299,"8659 Pecan Grove Ct, Laredo, TX 78046",1844,290.53,Rachel,,Taylor,,
55fa22015034554db5bba7276ac70fdb,"1258 Hill Country Ave, Desoto, TX 75115",102,"1112 Live Oak St, Dallas, TX 75211",177,9.8,Rachel,Q,Singh,,
668a969a22c25050b455b3b3b045f611,"3852 Prairie Bend St, Irving, TX 75062",58,"8190 Post Oak Ct, Houston, TX 77074",1356,234.27,Maya,J,Patel,,
03d1158a620f5e09a4bb162948c0d12f,"7061 Post Oak St, Longview, TX 75603",379,"5269 Mockingbird Ln, San Antonio, TX 78238",1989,307.44,Elena,K,Diaz,,
77e4cff1273e57858879ad3a31be2b51,"3315 Lone Star St, San Antonio, TX 78252",2001,"3653 Rio Vista Ave, El Paso, TX 79904",2937,492.68,Elena,,Taylor,,
b374cc5a213e572a8de1015b725fc308,"7512 Trinity Blvd, Wylie, TX 75098",90,"1879 Bluebonnet St, El Paso, TX 79938",2957,559.73,Caleb,E,Singh,,
3e765bd2ae7b59a8916270390c96f828,"2048 Lone Star Dr, Silsbee, TX 77656",1662,"8652 Sunset Ridge Way, Richmond, TX 77407",1466,106.04,Olivia,,Hayes,,
ba33c1043b4855888ae8cf387e78bb34,"989 Trinity Way, Quinlan, TX 75474",304,"4498 Prairie Bend St, Austin, TX 78744",2328,211.86,Valerie,,Flores,,
388942ff080a5bbebb5616163bcf0e82,"6239 Pecan Grove Dr, Plano, TX 75074",68,"7016 Prairie Bend Ct, Houston, TX 77017",1297,245.64,Felix,O,Martinez,,
5c15c407496e55e6afb13d1eb437ed28,"8254 Rio Vista St, Mcallen, TX 78501",2098,"2941 Prairie Bend Way, Donna, TX 78537",2107,11.64,Kayla,Z,Anderson,,
06c3f5aad74a50409aca4a534131bed4,"6102 Magnolia Blvd, Amarillo, TX 79109",2589,"2036 Mockingbird St, Fritch, TX 79036",2487,35.33,Jasmine,C,Patel,,
70d6e23b6a4451759b1bcf1561c44bee,"7020 Trinity Rd, Fort Worth, TX 76131",742,"5717 Hill Country Dr, Copperas Cove, TX 76522",987,120.79,Sofia,Z,Johnson,,
218812b51bed5acaa6676dfbc64dedbd,"867 Trinity Ln, Dallas, TX 75228",191,"5746 Trinity Ave, Humble, TX 77346",1417,214.94,Omar,N,Taylor,,
bad837ad2fc45cb99c37d9ac3a458168,"643 Cedar Creek Ave, San Antonio, TX 78201",1952,"7261 Bluebonnet Rd, Garland, TX 75040",36,264.26,Ethan,S,Flores,,
84e66ff729825d989a8f09c0505edcf8,"3947 Trinity St, New Braunfels, TX 78130",1915,"2856 Brazos Ct, Cypress, TX 77429",1482,145.94,Danielle,V,Kim,,
d8990aa5b90e5df4807e76c85e6ab4aa,"2186 Bluebonnet Ct, Arlington, TX 76014",634,"679 Sunset Ridge Ct, Corpus Christi, TX 78413",2091,346.57,Tara,,Martinez,,
29cdaa49ccf35181b42819c9d3c8e219,"2683 Rio Vista Rd, The Colony, TX 75056",52,"1808 Magnolia Ave, Cibolo, TX 78108",1889,254.02,Natalie,D,Hayes,,
fd8fe90ae73f56ddb4fba2bd1fd0c4ba,"5606 Sunset Ridge Blvd, Crowley, TX 76036",657,"3532 Cypress Ln, Houston, TX 77069",1351,210.75,Thomas,D,Edwards,,
c43d01c0892653a88d1b4c4ddcb601bd,"5176 Cedar Creek Ln, Colleyville, TX 76034",652,"7742 Post Oak Blvd, Baytown, TX 77521",1582,248.74,Julian,X,Edwards,,
ca2ce244baac5b1bb9f6e8231ad12146,"7909 Post Oak Way, Cedar Park, TX 78613",2184,"6944 Sunset Ridge Ln, Allen, TX 75013",12,191.91,Danielle,Q,Anderson,,
ae3c6ff90b2e5279bd19bd053c0bae33,"7010 Hill Country Dr, Cypress, TX 77433",1487,"681 Brazos Blvd, Mansfield, TX 76063",688,199.1,Maya,O,Taylor,,
de5e3e74d0c5591aa836a7001883df4a,"7222 Cedar Creek Blvd, Arlington, TX 76002",624,"6437 Brazos Ave, Belton, TX 76513",981,110.76,Gabriel,C,Ramirez,,
b949fd5afe6b5ddcb13a0fd82eceb6d2,"2251 Bluebonnet Dr, Dallas, TX 75206",172,"9627 Brazos Dr, Fort Worth, TX 76116",732,40.08,Olivia,B,Taylor,,
fc17c068ec6254ab97bebee49c3bfd87,"3830 Rio Vista Rd, Houston, TX 77058",1340,"2836 Brazos St, Cedar Park, TX 78613",2184,175.63,Nathan,P,Bennett,,
6524897ab6ee56dcbd2109fa67a6fa39,"9215 Hill Country St, Nacogdoches, TX 75965",604,"3134 Post Oak St, San Antonio, TX 78240",1991,281.45,Kevin,T,Diaz,,
81cedd5b2fc35b38b1ccb52c15f5f97d,"6896 Lone Star Ave, Missouri City, TX 77459",1520,"3607 Pecan Grove Dr, Corpus Christi, TX 78415",2093,175.43,Luis,V,Castillo,,
3ce243a5f3a55a62911e9a922b25e323,"7976 Sunset Ridge Ct, Houston, TX 77053",1334,"9110 Lone Star Ln, Dallas, TX 75241",203,226.35,Maya,,Nguyen,,
80ac01e9ce905ff9a8eb347c7a4e9885,"3972 Hill Country Dr, Dallas, TX 75211",177,"3558 Mockingbird Ave, Flower Mound, TX 75022",17,23.6,Omar,X,Hayes,,
6b68d50cb49f576c956337c9c32aa84f,"6378 Lone Star Rd, Houston, TX 77087",1372,"9207 Prairie Bend Way, Dallas, TX 75211",177,230.94,Thomas,V,Ramirez,,
efc66b996f6b5cc7819ba557a45474e0,"9518 Magnolia Ave, Temple, TX 76502",976,"5739 Sunset Ridge Dr, Brownsville, TX 78521",2103,355.37,Rafael,Y,Ortiz,,
3053768b2bae51abb1ef5cfa3688d266,"7976 Sunset Ridge Ct, Houston, TX 77053",1334,"1984 Lone Star Way, Odessa, TX 79761",2889,438.1,Maya,,Nguyen,,
